label,review
1,味道一般，但是服务和饭菜质量很好！
1,好吃、好吃。
1,这次送餐很快
1,这个卷饼的套餐配的很好，没有粥来冲淡一下的话，就又甜又咸又腻
1,"味道很好吃,送餐速度快,下次还会再买的"
1,特别好，送外卖的大哥服务也特别好！好吃！
1,就是送的太慢，但服务不错
1,粥的味道很好
1,送餐员很热情，很好吃谢谢
1,很好吃，特别是很准时，量足味美，还会再买
1,送餐不是一般的快，简直神速
1,不错，味道很好
1,"很好吃,送餐速度快,下次再来"
1,靠谱的一家
1,超级好吃的牛肉面，真的好吃
1,配送时间真让人无语了，不过大热天的送餐的老人家也很不容易，相互理解吧，下次别让我等三个小时就好
1,送的早到了半个小时，味道很棒
1,送餐比之前快了不少呀，是只有我这么想么。味道很赞。
1,"菜品美味,服务一流！"
1,瞬间就送到了，冬天吃外卖好温馨
1,"骑士超辛苦,非常好"
1,好吃！就是皮蛋粥有点儿太稠了…差点把锡箔纸吃进肚子里！呜呜…
1,"送餐师傅棒棒哒,怕我冷,东西送到大厅里,好贴心！！！！"
1,快递到家非常快，快递小哥服务也不错，今后会继续关注百度外卖
1,"很好,很方便"
1,"很好，速度很快,味道也不错"
1,送餐太慢了！！！！！
1,外卖，师傅都一级棒。师傅还主动帮忙帮我把垃圾带下去，太贴心了。
1,不错！经济实惠
1,连着几天吃不腻，赞店家的诚信经营理念，分量还是足足的，味道还是那个味儿，这次的骑士哥赞一下，还是住附近的，很高兴选择了这家美食，订餐那么多天，从没有超过三次的，吃得满意，吃得放心
1,实在是时间太长了，以后还是不能用百度外卖订餐了，每次订餐都得2小时送到
1,凉拌土豆丝没有放醋哦
1,还不错，就是太慢
1,"送餐超快,面不坨,味道好"
1,还可以，包装干净卫生
1,京酱肉丝太咸了，建议下次淡一点
1,稻香村不愧是经典，赞一下百度快递小哥，哈哈哈哈，好有喜感
1,好喝，也没有漏。，，，，
1,百度外卖的袋子挺可爱的，送餐员服务也好。关键稻香村好吃！哈哈哈
1,好吃，速度也快
1,很准时，菜品不错
1,送餐的大叔非常好
1,久仰大名，到望京了，我觉得打折过后非常不错
1,卷饼还行，粥太难喝，皮蛋瘦肉粥太腥了，还得自己下楼取，勉强好评
1,非常方便早餐到家。快递小哥很好。
1,外卖人员服务态度特别好！大风天气那么冷，外卖准时送达而且也保证了餐的温度！
1,卷饼应该比拌饭好吃，拌饭里的菜放的酱太多
1,味道好！减去13元超值！感谢送货员，辛苦了，态度好，敬业！
1,"送餐特别快,态度好,非常感谢"
1,不错。锡纸包装
1,这饺子皮薄陷大，味道很棒，送过来还热腾腾的，百度骑士风一样速度，感谢店家，感谢骑士！
1,比时间还提前了，态度很好
1,乌龙的送餐事件！饭很好吃！老板也积极解决了！会继续光临！
1,感谢骑士小哥，这么冷的天
1,好吃就是太少
1,一如既往的好，配送非常快。
1,这次推荐鸡肉的。但备注了酱汁貌似没给哎、依旧干、幸好赠送了王老吉。
1,生病在家点的餐，份量很大，味道也不错
1,送餐员服务很到位送餐速度很快，香锅也很好吃
1,一如既往的好吃！派送员很负责，小点心一点没碎！
1,下雪天，快递师傅辛苦了！小心路滑！
1,太赞了～宇宙速度～10分钟就送到～
1,鸡丁有点儿咸没有在店面吃的好吃有甜味
1,非常地道，就是口有点重，略咸
1,"东西好吃又实惠,送餐又快,好评"
1,速度超快，赞
1,"挺好味道比较淡,还好给了盒榨菜,还不错"
1,外卖的米粉量有点小
1,味道还不错，稍微淡一点，下次还是选京酱肉丝吧
1,好吃，就是送的太快了，没有按照预订的时间送达
1,很好，很满意，但是这次为什么没有送王老吉呢？昨天还送的
1,支付宝最好用了，支持支付宝
1,店里员工态度非常好，送得也快，还会光顾
1,非常好，速度快，态度好
1,嘿嘿，第一家按照我选的时间送餐。好吃不贵，赞
1,给力，就是速度慢点，需要早定
1,这次好快！
1,骑士服务很好，商品质量也可。
1,有点慢～～～送餐时间不稳定
1,这次不错，赞一个
1,专门打去电话改送餐时间，店家也说纪录好了，可是还是11点给我送来了，汗！谁中午饭这么早吃啊！更何况还没下班呢！真郁闷！
1,这家店的菜吃不腻啊！
1,很好喜欢极力推荐噢
1,味道美极了，百度骑士的工作态度认真，商家电话不通，骑士亲自去店里说我的需求，真是棒棒嗒！
1,"口味很不错,分量也很足"
1,对于北方的女汉子中份的卷饼稍稍有点不够吃，喝了粥就好多了
1,味道不错，送餐员态度很亲切，非常快
1,煎饼里沙拉酱太多了，齁咸齁咸的……
1,姜太多了，有些吃不适应。
1,"好吃！！分量足,居然给了这么多肉"
1,豆腐脑淡了
1,大冷天，快递小哥微笑服务，手动赞一个
1,满意，速度也非常快。
1,今天的丸子怎么那么难吃，哎
1,牛肉、大肠稍微有点少。
1,红红火火恍恍惚惚哈哈哈哈
1,没有送水没有送水没有送水
1,非常美味，下次还会再来！
1,一如既往的好，配送超级快，南瓜粥没有上次稠
1,好快。这次肘子卷饼青椒和肥肉好多，好辣
1,"百度骑士,非常好,！"
1,"小哥超快,东西包装很好,好吃,好评"
1,非常赞。棒棒的。赞赞赞
1,好吃！送餐时间准！赞！
1,送餐太慢。。。，我觉得是太饿了，才感觉好吃。
1,炒饭配肉，有点腻
1,送餐员很给力！大大的赞
1,送餐有点慢
1,"味道不错,配送速度比预计快"
1,好吃，速度也很快！分量刚好
1,"为啥牛腩变成了牛肉∠(,ᐛ,」∠)＿"
1,"非常好,辛苦送餐员"
1,空心菜份量少了点，汤不错
1,很好吃，送餐的工作人员也很nice
1,"第二次买了,挺好的,以后继续"
1,包装很精致
1,送餐速度快，送餐速度快
1,请务必给送餐小哥涨工资
1,"大雾霾的,外送大哥辛苦了！天冷注意身体！"
1,送的及时，饮料很好喝哦
1,卷饼真的不错！拌饭也还可以
1,饼巨好吃，就是有点吃不太饱。。。。
1,送的比较慢
1,"味道不错,会继续支持"
1,超赞。10点多就到了，味道不错的
1,就是有点咸，，，，其他都是完美的，爱宇宙卷饼
1,"还挺快的～,味道也不错。赞"
1,超级美味！而且简直神速！
1,酸菜味道超棒，送餐速度也很快，辛苦快递师傅了！
1,送来的非常快，饮料都非常的不错呦，超级喜欢
1,量大很足很不错
1,不错～特别皮蛋瘦肉粥超级好喝～
1,米饭实在是硬的离谱……
1,超好吃！！！特别快就到了，很大一份～～
1,鸡肉披萨不错，手指牛排特别赞！
1,味道不错连着好几天了都在喝！
1,非常负责的快递员，很快很快…
1,"快递很快的,还要凑十个字"
1,"之前不知道为什么取消我订单两次,这次打电话说80分钟能送到,问我能接受么,想吃煎饼就同意了,最后60分钟送到的,味道还行,送来的时候,薄脆还比较脆,就是煎饼里放了辣酱,稍微有点儿辣"
1,还可以，经常订，省事
1,服务很好，送的很快，很有礼貌。
1,超好吃，送餐也很快！
1,比在店里吃还便宜
1,"非常实惠！肘子稍微有点腻,土豆卷很好吃"
1,外卖员名字跟我们家名字一样
1,披萨很不错，薯条放久了没在店里的好吃
1,"服务很好,很到位"
1,非常美味！！！！
1,京酱肉丝不错，炒合菜粉丝太细，菜太少了
1,饭很好吃，不过送餐速度真的很慢，我等了三个小时，疯了
1,好好好！！！
1,"刚下那个单就给你打电话了,你一分钟就给我做出来了？平时定的时候你怎么没那么快啊,这回顶个单你这么快埋怨我"
1,奶茶好喝！送餐准时，到的时候还是热乎乎的！
1,百度骑士速度好快啊！而且服务态度超级好～～江山城的饭一直很好吃，走了外卖很方便呢！
1,服务态度好，速度快，值得表扬
1,快递员太给力了！赞一个
1,味道不错，就是凉的
1,一开始以为就是普通手抓饼，拿到后觉得好高大上，牛皮纸袋，锡纸包裹，重要的是肉肉好足，100个赞啊，如果要是再快一些就完美了
1,他家菜很好吃，有求必应，送餐速度很快，赞
1,"味道超赞,送的也快提前了半个小时"
1,太度很好送货及时！^_^
1,等了很久，派送员非常有耐心也很有礼貌
1,非常美味可口，还会再来！
1,口味不错，送货速度快，下次还会预定！
1,时间准。不错。儿子很喜欢。
1,肉太多肥的了，选鸡肉或者牛肉的好了
1,"卖家很贴心让给点辣油竟然把瓶子都拿来了！,芝士再多些就完美啦"
1,小哥很棒，态度很好，才还热着，很好!
1,"东西真的非常好吃,鸡肉的那个,下次还吃"
1,这次速度很快，味道不错。
1,好吃，点了好几次了
1,还要说十个字！？好好好好好
1,小笼包不错，下回还会点
1,肘子肉的很好，素的基本没有菜，只放了酱。送货速度还可以。不到一小时就到了。
1,"第二天接着你家菜单，一如既往的好，量足，实惠，店家诚实守信，要求什么做什么，虽然今天的锅仔鸡蛋豆腐好像给我送错了，还是做错了，送来的是西红柿豆腐吧，这,可以接受，骑士哥是真的扫了今天的胃口，订餐那么多天头一次遇到这样什么都不懂的骑士哥，居然打电话问我详细地址，几环，标志性建筑，最后还要我发地址信息，实在忍无可忍回应他，我在百度订餐留的哪里就是哪里，真的是倒胃口"
1,奶茶超级好喝，推荐。
1,还行吧，可以吃
1,快递小哥很给力，取到餐就立马送来了，但是餐厅晚了好久才做出来，导致晚了好久才吃到饭
1,说好的黄瓜呢，里面是青椒
1,味道好，干净，包装精致
1,菜品好，速度快，真是太好了！
1,非常快，送餐师傅辛苦了，很好！
1,送餐师傅态度很好，送餐也很快，谢谢师傅的服务。
1,送的超快！！
1,"真的很棒,没啥说的了,嗯嗯,棒棒的"
1,还不错，包子味道好，炒饭稍微油了点，不过能接受
1,送餐人员很热情，下着小雨很辛苦的大老远给送来
1,好好吃～～
1,好方便，用了代金券比去店里买还划算
1,大冷天的也真是辛苦送餐师傅了，谢谢您
1,吃起来还不错
1,奶茶超级好喝，喝了好多次了
1,今天的牛肉烧烤饭，感觉牛肉有些不新鲜，送餐员的速度还是很快的。
1,量大，吃了三分之二就饱了！
1,"不错,包装也很好"
1,再加点菜啥的就更好了
1,送餐员辛苦了！
1,因为个人原因未及时付款，快递大哥很和善，帮我想办法，多谢！
1,第四天了！
1,今天真是超级快，感觉刚下单就送到啦哈哈哈
1,"很好吃,特别快就到了"
1,东西好吃，就是只点了两份面还送错了一份！订的是牛杂面送了份牛肉面，价格也有差别呀！
1,取消订单了。
1,大号卷饼太大。如果胃口比较大。推荐吃两个中。
1,配送很快！送来还是烫的！很好
1,老公喜欢这家的炝炒湖南大白菜，点了很多次了。派送也很给力
1,包装很好，饼很好吃
1,"肉多,不错"
1,"饼好吃,送餐师傅也特好,送餐师傅辛苦啦"
1,好吃。一直爱吃他们家的菜
1,特别好吃，超赞
1,很好吃，就是第一次吃，不知道吃法，好尴尬
1,太慢了。。。
1,好棒！一直支持！如果有盖饭就更完美了
1,味道还可以，就是送错了，京酱肉丝变成了香菇鸡肉
1,卷饼很好吃，送餐也很快！
1,不要辣。怎么吃着有辣呢
1,拉面吃到后面，感觉怪怪的
1,很好，见过最负责配送！
1,送餐员很棒很准时，谢谢！
1,工作人员很速度，服务好，赞一个！
1,非常好吃的，就是今天慢了点儿，
1,饼如果弄得再薄一点是不是更好吃呢？刚咬头两口我以为我是在吃馒头
1,这三样都是儿子的最爱，太好吃了呀！骑士送货速度非常快，赞一个！
1,量小，建议饭量大的吃3份卷饼，味道还是很赞的
1,挺快的，好
1,连续几天点这家外卖，味道很良心
1,"还是很好吃~包装特别精致,哈哈哈,都舍不得拆开"
1,好吃是好吃，就是牛肉味不浓
1,各种好^_^
1,卷饼的面粘牙，粥还不错
1,腊牛肉好吃极了！
1,挺好吃的！！
1,非常满意！量足味儿好！
1,非常的快、有温馨提示！
1,很喜欢酸辣汤～好喝～其他菜有机会尝试
1,锡纸包装很好，但是今天的卷饼里面有不锈钢丝。
1,由于外出没及时赶回家，快递小哥在寒风等了快十分钟，为了把披萨放在他随身的保温箱里，满满都是感动啊♥️
1,送餐速度快，好吃
1,百度骑士辛苦！送菜及时！菜很好吃！
1,就是配送大哥忘记给我拿吸管了⋯⋯其他都很棒。
1,超级好超级好超级好啊
1,"粥一般,饼不错"
1,好好好！赞赞赞！态度好速度快！
1,"热干面口淡,皮蛋还不错,送货速度很快"
1,已经养成习惯在他们家订饭
1,送餐快又准时，非常好吃，两个人竟然没吃完。晚上再煮点面放进去，晚饭都解决了。鸡块很多，味道很好。口味重！值得推荐！
1,量少，味道不错，微贵
1,特别特别好，谢谢，很好吃
1,金银馒头不适合外送，金馒头一闷都软了
1,又快又好！！！
1,味道还可以，量也挺足，又便宜，好评！！
1,不脆了可惜
1,周末值班的首选
1,味道还好。服务态度真的很好～！
1,感觉味道没有去实体店好吃
1,"味道很好,只是最近双拼换了餐盒,参合不大好,送餐及时,送餐小哥认真负责,态度很好"
1,这么大的风！骑士送来还是热的！速度真心快！
1,送餐员王昭晖很努力，态度很好，好评
1,一如既往地好吃
1,配送小哥超级棒！
1,"味道很浓,而且还可以换不喜欢的布丁,很灵活的店家,赞一个"
1,今天第一次吃黄太吉的煎饼，不得不说，黄太吉的煎饼确实很好吃，让人回味无穷，你吃过一次就知道知道我说的了，而且店家很用心，服务很好的，下次还想吃！
1,还不错，送的很及时，煎饼不错，豆腐脑能加个醋包，辣椒神马的就完美了
1,好吃但是太咸了，其他都还好
1,骑士服务态度很好，速度很迅速！
1,便宜好吃特来推荐
1,很好吃，很快
1,外卖的饼有点软了，不过送餐还是比较准时的，一般都在30到50分钟之间就能送到，今天的豆浆没有糊味，赞一个！
1,提前送到了，赞一个。味道同堂食基本上一样。
1,不错的一家小店噢，以后会经常光顾的，推荐黄焖鸡～
1,快递员很辛苦！给个
1,满意，满意，好吃，好吃，味道超级棒棒棒棒！速度快快快。
1,"第一次吃速度很快而且也很不错,以后会继续支持"
1,配送员和菜品都非常好
1,不好吃，没有其他地方店面做的好吃，鸡腿肉的酱太少了，特别干，一点都不好吃！
1,速度快，服务好，必须赞一个
1,非常好吃也很快
1,希望速度能快些
1,就是酱香鸡腿味，我说要吃辣一点也没给我加，关键送来是凉的，凉凉的，是一点点热都没有的，买了38的大份才吃饱，我是妹子。
1,土豆丝素材卷期待改良……真心不如薄脆煎饼
1,送货速度挺快的
1,"不知道为啥连袋子都没有，端的我一手油，牛肉的味道可以就是师傅的刀功能再好点么,大的太大小的太小。白菜太油了,建议青菜少放点油，有汤都可以"
1,送餐小哥又帅态度又好
1,猪蹄再烂些就完美了，手套很贴心
1,一开始给送错了，要的肘子，给的蔬菜，不过还好，售后做的不错，又给补送了一份，不管味道好不好，起码态度不错，所以必须给个好评！！
1,非常好，谢谢外送员
1,守时守信！非常好的骑士
1,味道相当不错！一直认准这家店，也经常堂食。今天天气不好，可送餐小哥依然那么快，送来饭非常热，感谢有你们！
1,潜力股，你懂的
1,送餐员辛苦！奶茶味道不错！
1,挺好吃的，粥也很稠
1,皮蛋粥不如上一次的，有点稀
1,总体来说还不错，就是煎饼时间长了有点软，没那么好吃了
1,袋子简直是传递正能量的天使啊～要是能送得再快一点就好了～饿的下巴要掉了～
1,送餐那哥们特好
1,大份适合男人和极其饿的女汉子吃哈，我没吃完，很干净卫生！
1,味道不错，送餐稍慢
1,"神速,惊呆啦"
1,好喝！味道超赞！送餐员也很准时！
1,送餐速度快！
1,送餐很及时，态度也很好
1,比老家的味道差点，不过还是好评！有时间去店里尝尝
1,回锅肉分量很足！很不错！
1,肉很多，卷饼很完整，也很好吃
1,送餐小哥服务很好！
1,送的超级快，太开心了
1,土豆丝好吃土豆丝好吃
1,南京盐水鸭不错，鲜肉小笼汤包皮薄很好。
1,很快很好很方便赞赞赞
1,太慢了。挺好啊
1,味道还可以，速度一般。
1,送餐员的表现比餐本身要赞
1,送的挺快，就是加多宝变成可口可乐了→_→
1,味道不错，挺讲究的，私房豆腐很好吃
1,口味不错，值得推荐。
1,端午节还送粽子。业界良心啊！很棒
1,好吃，但是被烫泡发了
1,好快，下雨天送餐师傅辛苦了
1,非常棒，也很快
1,等了两个半小时
1,"能送这个实在太好了,外送大哥辛苦了"
1,希望下次尽量按时送，不要太早了
1,配送超级到位，配送员认真负责
1,味道很好，配送师傅更给力，准时，饭热腾腾的
1,服务热情，送餐高效，很满意
1,味道确实不错，粥有点淡。下次还会点
1,"这么快就到了,太棒啦"
1,味道很好，送餐员态度赞
1,速递小哥辛苦了，饭菜到手还是烫烫的，在这寒冷的日子，谢谢啦！
1,催了一次单，商家送了一个可乐和水果盒东西非常好，快递员态度也好
1,"很方便,离学校很近"
1,非常划算，很好
1,分量很足，不错，都是肉丁，还有青辣椒，不腻，下次尝尝别的口味的。
1,水煮牛肉肉好少，粽子好小
1,"快递师傅送的很快,给个赞"
1,"喜欢吃,但是量少"
1,外送小哥态度很好，很辛苦。
1,我连着吃了几天，每次都评语，今天你家已经排列百度热榜第二名了，恭喜恭喜，本来今天本来还会订餐的，我家人过生日，以后还会来品尝你家美食的，赞
1,这个小炒肉不好吃，我吃过的他家最难吃的菜之一
1,"排骨鸡里没有青笋么,下次放点吧"
1,包装好漂亮！
1,薏米水也很赞
1,南瓜粥一般般，卷饼不错
1,香脆鸡肉披萨很好吃，这次的料更足，满意
1,表示售后客服很不错，虽然送错口味让我多等了一个小时，但是味道真心很赞
1,包装好，味道也不错，就是粥有点凉，但卷饼太好吃了！
1,又快又好，量足，经常吃
1,味道一般为什么没有酱……
1,鱼香肉丝的好吃，土豆丝的有点油
1,送餐速度快，服务热情，大拌菜不错，整体好评
1,味道很正，速度超快，定过好几次了
1,百度小哥速度超快提前半小时到，非常感谢，这么冷的天真是不容易，再次感谢
1,"粥里有头发,就没吃,剩下都好吃"
1,整体都很不错
1,挺满意的，可乐特意用胶带封口，没有洒出来很多，豆腐脑和煎饼我觉得味道都不错
1,东西非常好，还是热的，辛苦了！
1,超级棒！超级棒！超级棒！
1,"粥跟卷饼都很好,配送也超快,我就想说一点不许就是,真尼玛辣"
1,送餐超级慢啊，味道很好
1,太爱吃了，经常定，速度特快
1,"餐盒漏了,菜油洒了一袋子"
1,送餐快，味道可以。如果有满减就更好了。
1,"农家小炒肉,有一点辣了。"
1,粥没有给勺子，，点的大份但是送成中份了，已和卖家协商好。
1,棒，是不是考虑办个会员卡呢
1,配送人员态度好，速度快！
1,"外卖小哥,大赞"
1,菜品好吃，味道正，量足，用料好。快递小哥效率高，服务周到，跑了两趟特意送发票，认真负责，赞一个!
1,送来的挺快的～味道不错
1,这大下雪天的百度骑士非常好非常快的送来了，必须好评大赞
1,"都是肉,有些干,肉真的很多,多一些汤汁就好了,味道还不错,还送了个速溶咖啡"
1,味道不错～优惠力度好大
1,红油抄手贵，但味道确实不错
1,肉松的相对好吃一点
1,服务很到位，土豆丝卷很好吃，中午订不了粥可惜
1,送晚了，饿得吃得很香
1,饼很大，但是速度很慢
1,快递小哥送餐快，煎饼味道也不错，好。
1,宇宙卷饼非常棒
1,挺好吃的，以后有机会还会点，非常实惠！
1,味道真不错，送餐师傅辛苦了，这大雾霾天气还很快的送来了美味，谢谢
1,比预计时间送的还早十分钟，态度很好，点赞！
1,菜品选择再多一点就好了
1,非常好。送的也特别快。棒棒哒！
1,不错，好吃，两个人没吃完，还会光顾！
1,速度还可以，味道好
1,味道不错，服务挺好
1,送错了，店家重新补送了一份，不错~
